FILENAME	SEQ	COMPOUND_NAME	MOLECULEMASS	INSTRUMENT	IONSOURCE	EXTRACTSCAN	SMILES	INCHI	INCHIAUX	CHARGE	IONMODE	PUBMED	ACQUISITION	EXACTMASS	DATACOLLECTOR	ADDUCT	INTEREST	LIBQUALITY	GENUS	SPECIES	STRAIN	CASNUMBER	PI
conodiparineB.mgf	*..*	Conodiparine B	751.4056	qTof	LC-ESI	111	CN1[C@H](C2(C(OC)=O)CO)CC3=C([C@@]([H])(C4=C(NC5=C6CCN7[C@]8([H])[C@@]5(C(OC)=O)C[C@](C7)([H])C[C@]8([H])[C@@H](O)C)C6=CC=C4OC)C[C@@]2([H])/C(C1)=C\C)NC9=CC=CC=C93	InChI=1S/C44H54N4O7/c1-7-25-21-47(3)35-18-30-26-10-8-9-11-33(26)45-37(30)31(17-32(25)44(35,22-49)42(52)55-6)36-34(53-4)13-12-27-28-14-15-48-20-24-16-29(23(2)50)40(48)43(19-24,41(51)54-5)39(28)46-38(27)36/h7-13,23-24,29,31-32,35,40,45-46,49-50H,14-22H2,1-6H3/b25-7-/t23-,24-,29+,31+,32-,35-,40-,43?,44?/m0/s1	N/A	1	Positive	N/A	Isolated	750.3992	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conodiparineC.mgf	*..*	Conodiparine C	749.3896	qTof	LC-ESI	112	CN1[C@H](C2(C(OC)=O)CO)CC3=C([C@@]([H])(C4=C(OC)C=C(NC5=C6CCN7[C@]8([H])[C@@]5(C(OC)=O)C[C@](C7)([H])C[C@]8([H])C(C)=O)C6=C4)C[C@@]2([H])/C(C1)=C\C)NC9=CC=CC=C93	InChI=1S/C44H52N4O7/c1-7-25-21-47(3)37-17-32-26-10-8-9-11-34(26)45-38(32)31(16-33(25)44(37,22-49)42(52)55-6)30-15-29-27-12-13-48-20-24-14-28(23(2)50)40(48)43(19-24,41(51)54-5)39(27)46-35(29)18-36(30)53-4/h7-11,15,18,24,28,31,33,37,40,45-46,49H,12-14,16-17,19-22H2,1-6H3/b25-7-/t24-,28+,31+,33-,37-,40-,43?,44?/m0/s1	N/A	1	Positive	N/A	Isolated	748.3836	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conodiparineD.mgf	*..*	Conodiparine D	749.3892	qTof	LC-ESI	113	CN1[C@H](C2(C(OC)=O)CO)CC3=C([C@@]([H])(C4=C(NC5=C6CCN7[C@]8([H])[C@@]5(C(OC)=O)C[C@](C7)([H])C[C@]8([H])C(C)=O)C6=CC=C4OC)C[C@@]2([H])/C(C1)=C\C)NC9=CC=CC=C93	InChI=1S/C44H52N4O7/c1-7-25-21-47(3)35-18-30-26-10-8-9-11-33(26)45-37(30)31(17-32(25)44(35,22-49)42(52)55-6)36-34(53-4)13-12-27-28-14-15-48-20-24-16-29(23(2)50)40(48)43(19-24,41(51)54-5)39(28)46-38(27)36/h7-13,24,29,31-32,35,40,45-46,49H,14-22H2,1-6H3/b25-7-/t24-,29+,31+,32-,35-,40-,43?,44?/m0/s1	N/A	1	Positive	N/A	Isolated	748.3836	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conodiparineE.mgf	*..*	Conodiparine E	737.3904	qTof	LC-ESI	114	[H][C@@](C[C@]/1([H])C2(C(OC)=O)CO)(C3=C(OC)C=C(NC4=C5CCN6[C@]7([H])[C@@]4(C(OC)=O)C[C@](C6)([H])C[C@]7([H])[C@@H](O)C)C5=C3)C8=C(C[C@@H]2NCC1=C\C)C9=CC=CC=C9N8	InChI=1S/C43H52N4O7/c1-6-24-19-44-36-16-31-25-9-7-8-10-33(25)45-37(31)30(15-32(24)43(36,21-48)41(51)54-5)29-14-28-26-11-12-47-20-23-13-27(22(2)49)39(47)42(18-23,40(50)53-4)38(26)46-34(28)17-35(29)52-3/h6-10,14,17,22-23,27,30,32,36,39,44-46,48-49H,11-13,15-16,18-21H2,1-5H3/b24-6-/t22-,23-,27+,30+,32-,36-,39-,42?,43?/m0/s1	N/A	1	Positive	N/A	Isolated	736.3836	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conodiparineF.mgf	*..*	Conodiparine F	737.3891	qTof	LC-ESI	115	[H][C@@](C[C@]/1([H])C2(C(OC)=O)CO)(C3=C(NC4=C5CCN6[C@]7([H])[C@@]4(C(OC)=O)C[C@](C6)([H])C[C@]7([H])[C@@H](O)C)C5=CC=C3OC)C8=C(C[C@@H]2NCC1=C\C)C9=CC=CC=C9N8	InChI=1S/C43H52N4O7/c1-6-24-19-44-34-17-29-25-9-7-8-10-32(25)45-36(29)30(16-31(24)43(34,21-48)41(51)54-5)35-33(52-3)12-11-26-27-13-14-47-20-23-15-28(22(2)49)39(47)42(18-23,40(50)53-4)38(27)46-37(26)35/h6-12,22-23,28,30-31,34,39,44-46,48-49H,13-21H2,1-5H3/b24-6-/t22-,23-,28+,30+,31-,34-,39-,42?,43?/m0/s1	N/A	1	Positive	N/A	Isolated	736.3836	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conodurine.mgf	*..*	Conodurine	309.1597	qTof	LC-ESI	116	CCC1CC2CC3(C1N(C2)CCC4=C3NC5=C4C=CC(=C5C6CC\7C(C(CC8=C6NC9=CC=CC=C89)N(C/C7=C\C)C)C(=O)OC)OC)C(=O)OC	InChI=1S/C43H52N4O5/c1-7-24-17-23-20-43(42(49)52-6)39-28(15-16-47(21-23)40(24)43)27-13-14-34(50-4)36(38(27)45-39)31-18-29-25(8-2)22-46(3)33(35(29)41(48)51-5)19-30-26-11-9-10-12-32(26)44-37(30)31/h8-14,23-24,29,31,33,35,40,44-45H,7,15-22H2,1-6H3/b25-8+	N/A	1	Positive	N/A	Isolated	704.3937	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conoliferine.mgf	*..*	Conoliferine	613.3267	qTof	LC-ESI	117	CC[C@H]1C[C@@H]2C[C@@H]3[C@H]1N(C2)CCC4=C3NC5=C4C=C(C(=C5)C[C@@H](C6=CC(=C(C=C6)O)OC)[C@@H](C7=CC(=C(C=C7)O)OC)O)OC	InChI=1S/C37H44N2O6/c1-5-21-12-20-13-28-35-25(10-11-39(19-20)36(21)28)27-18-32(43-2)24(15-29(27)38-35)14-26(22-6-8-30(40)33(16-22)44-3)37(42)23-7-9-31(41)34(17-23)45-4/h6-9,15-18,20-21,26,28,36-38,40-42H,5,10-14,19H2,1-4H3/t20-,21+,26+,28+,36+,37-/m1/s1	N/A	1	Positive	N/A	Isolated	612.3199	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conolodinineA.mgf	*..*	Conolodinine A	793.3431	qTof	LC-ESI	118	OC1=C(OC)C(OC)=C(N=C2[C@@]34[C@]5([H])[C@]([C@H](O)[C@@H](OC6=C7C=C8C(NC9=C(C(OC)=O)C[C@@]%10(CC)[C@@]%11([H])[C@]98CCN%11C[C@@H]%12[C@H]%10O%12)=C6)[C@@H]7N5CC4)(CC)C=C2C(OC)=O)C3=C1	InChI=1S/C44H48N4O10/c1-7-41-16-20(37(51)55-5)34-44(23-14-25(49)30(53-3)31(54-4)28(23)46-34)10-12-48(40(41)44)29-19-13-22-24(15-26(19)57-32(29)35(41)50)45-33-21(38(52)56-6)17-42(8-2)36-27(58-36)18-47-11-9-43(22,33)39(42)47/h13-16,27,29,32,35-36,39-40,45,49-50H,7-12,17-18H2,1-6H3/t27-,29-,32+,35-,36-,39+,40+,41-,42-,43+,44+/m1/s1	N/A	1	Positive	N/A	Isolated	792.337	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
conolutinine.mgf	*..*	Conolutinine	313.1904	qTof	LC-ESI	119	O[C@@]12[C@@]3(N4CC1)N(C5=CC=CC=C25)[C@H](O6)C(C[C@@]6(CC)C4)CC3	InChI=1S/C19H24N2O2/c1-2-17-11-13-7-8-19-18(22,9-10-20(19)12-17)14-5-3-4-6-15(14)21(19)16(13)23-17/h3-6,13,16,22H,2,7-12H2,1H3/t13?,16-,17+,18+,19+/m1/s1	N/A	1	Positive	N/A	Isolated	312.1838	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
cononusine.mgf	*..*	Cononusine	394.2487	qTof	LC-ESI	120	CC[C@H](C12)C[C@@H]3C[C@@]1([H])C4=C(C5=CC(OC)=C(C(N6)CCC6=O)C=C5N4)CC[N@]2C3	InChI=1S/C24H31N3O2/c1-3-14-8-13-9-18-23-15(6-7-27(12-13)24(14)18)16-11-21(29-2)17(10-20(16)26-23)19-4-5-22(28)25-19/h10-11,13-14,18-19,24,26H,3-9,12H2,1-2H3,(H,25,28)/t13-,14+,18+,19?,24?/m1/s1	N/A	1	Positive	N/A	Isolated	393.2416	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Conopharyngine.mgf	*..*	Conopharyngine	399.2278	qTof	LC-ESI	121	COC1=CC2=C(NC3=C2CC[N@@](C4)C5[C@@]3(C(OC)=O)C[C@@H]4C[C@@H]5CC)C=C1OC	InChI=1S/C23H30N2O4/c1-5-14-8-13-11-23(22(26)29-4)20-15(6-7-25(12-13)21(14)23)16-9-18(27-2)19(28-3)10-17(16)24-20/h9-10,13-14,21,24H,5-8,11-12H2,1-4H3/t13-,14-,21?,23+/m0/s1	N/A	1	Positive	N/A	Isolated	398.2206	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	76-98-2	Mehdi Beniddir
conophylline.mgf	*..*	Conophylline	795.3591	qTof	LC-ESI	122	O=C(C1=C(C2(C3=C4)[C@@]5([H])N(CC2)C[C@H]6O[C@H]6[C@@]5(CC)C1)NC3=CC(O[C@@H]7[C@H]8O)=C4[C@H]7N(CC9)[C@]([C@]8(CC)C%10)([H])[C@@]9(C%11=C%12)C(NC%11=C(C(OC)=C%12O)OC)=C%10C(OC)=O)OC	InChI=1S/C44H50N4O10/c1-7-41-16-20(37(51)55-5)34-44(23-14-25(49)30(53-3)31(54-4)28(23)46-34)10-12-48(40(41)44)29-19-13-22-24(15-26(19)57-32(29)35(41)50)45-33-21(38(52)56-6)17-42(8-2)36-27(58-36)18-47-11-9-43(22,33)39(42)47/h13-15,27,29,32,35-36,39-40,45-46,49-50H,7-12,16-18H2,1-6H3/t27-,29-,32+,35-,36-,39+,40+,41-,42-,43?,44+/m1/s1	N/A	1	Positive	N/A	Isolated	794.3527	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Coronaridine.mgf	*..*	Coronaridine	339.2067	qTof	LC-ESI	123	CC[C@H]1C[C@@H]2C[N@@](C1[C@@]3(C(OC)=O)C2)CCC4=C3NC5=C4C=CC=C5	InChI=1S/C21H26N2O2/c1-3-14-10-13-11-21(20(24)25-2)18-16(8-9-23(12-13)19(14)21)15-6-4-5-7-17(15)22-18/h4-7,13-14,19,22H,3,8-12H2,1-2H3/t13-,14-,19?,21?/m0/s1	N/A	1	Positive	N/A	Isolated	338.1994	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	467-77-6	Mehdi Beniddir
Corynantheidal.mgf	*..*	Corynantheidal	297.1961	qTof	LC-ESI	124	[H][C@](N1CC2)(C[C@H](CC=O)[C@H](CC)C1)C3=C2C4=CC=CC=C4N3	InChI=1S/C19H24N2O/c1-2-13-12-21-9-7-16-15-5-3-4-6-17(15)20-19(16)18(21)11-14(13)8-10-22/h3-6,10,13-14,18,20H,2,7-9,11-12H2,1H3/t13-,14+,18+/m1/s1	N/A	1	Positive	N/A	Isolated	296.1889	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	483-28-3	Mehdi Beniddir
corynantheidane.mgf	*..*	Corynantheidan	283.2195	qTof	LC-ESI	125	CC[C@H]([C@H](CC)C1)C[C@@](N1CC2)([H])C3=C2C4=CC=CC=C4N3	InChI=1S/C19H26N2/c1-3-13-11-18-19-16(9-10-21(18)12-14(13)4-2)15-7-5-6-8-17(15)20-19/h5-8,13-14,18,20H,3-4,9-12H2,1-2H3/t13-,14+,18-/m0/s1	N/A	1	Positive	N/A	Isolated	282.2096	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Corynantheidine.mgf	*..*	Corynantheidine	369.2173	qTof	LC-ESI	126	[H][C@](N1CC2)(C[C@@](/C(C(OC)=O)=C\OC)([H])[C@H](CC)C1)C3=C2C4=CC=CC=C4N3	InChI=1S/C22H28N2O3/c1-4-14-12-24-10-9-16-15-7-5-6-8-19(15)23-21(16)20(24)11-17(14)18(13-26-2)22(25)27-3/h5-8,13-14,17,20,23H,4,9-12H2,1-3H3/b18-13+/t14-,17+,20+/m1/s1	N/A	1	Positive	N/A	Isolated	368.21	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	23407-35-4	Mehdi Beniddir
Corynantheidol.mgf	*..*	Corynantheidol	299.2118	qTof	LC-ESI	127	[H][C@](N1CC2)(C[C@H](CCO)[C@H](CC)C1)C3=C2C4=CC=CC=C4N3	InChI=1S/C19H26N2O/c1-2-13-12-21-9-7-16-15-5-3-4-6-17(15)20-19(16)18(21)11-14(13)8-10-22/h3-6,13-14,18,20,22H,2,7-12H2,1H3/t13-,14+,18+/m1/s1	N/A	1	Positive	N/A	Isolated	298.2045	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	483-27-2	Mehdi Beniddir
Corynantheine.mgf	*..*	Corynantheine	367.2016	qTof	LC-ESI	128	[H][C@](N1CC2)(C[C@@](/C(C(OC)=O)=C\OC)([H])[C@@H](C=C)C1)C3=C2C4=CC=CC=C4N3	InChI=1S/C22H26N2O3/c1-4-14-12-24-10-9-16-15-7-5-6-8-19(15)23-21(16)20(24)11-17(14)18(13-26-2)22(25)27-3/h4-8,13-14,17,20,23H,1,9-12H2,2-3H3/b18-13+/t14-,17-,20-/m0/s1	N/A	1	Positive	N/A	Isolated	366.1943	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	18904-54-6	Mehdi Beniddir
Corynantheol.mgf	*..*	Corynantheol	297.1961	qTof	LC-ESI	129	[H][C@](N1CC2)(C[C@H](CCO)[C@@H](C=C)C1)C3=C2C4=CC=CC=C4N3	InChI=1S/C19H24N2O/c1-2-13-12-21-9-7-16-15-5-3-4-6-17(15)20-19(16)18(21)11-14(13)8-10-22/h2-6,13-14,18,20,22H,1,7-12H2/t13-,14-,18-/m0/s1	N/A	1	Positive	N/A	Isolated	296.1889	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	23443-70-1	Mehdi Beniddir
corynanthicacid.mgf	*..*	Corynanthic acid	341.1861	qTof	LC-ESI	130	OC([C@@H]1[C@H](CCC2CN3CCC4=C([C@]3([H])C[C@]12[H])NC5=C4C=CC=C5)O)=O	InChI=1S/C20H24N2O3/c23-17-6-5-11-10-22-8-7-13-12-3-1-2-4-15(12)21-19(13)16(22)9-14(11)18(17)20(24)25/h1-4,11,14,16-18,21,23H,5-10H2,(H,24,25)/t11?,14-,16-,17-,18-/m0/s1	N/A	1	Positive	N/A	Isolated	340.1787	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Corynanthine.mgf	*..*	Corynanthine	355.2016	qTof	LC-ESI	131	[H][C@](N1CC2)(C[C@@]([C@H](C(OC)=O)[C@@H](O)CC3)([H])[C@]3([H])C1)C4=C2C5=C(N4)C=CC=C5	InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3/t12-,15-,17-,18-,19-/m0/s1	N/A	1	Positive	N/A	Isolated	354.1943	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	483-10-3	Mehdi Beniddir
corynoxeine.mgf	*..*	Corynoxeine	383.1958	qTof	LC-ESI	132	CO/C=C(\[C@H]1C[C@H]2[C@@]3(CCN2C[C@@H]1C=C)C4=CC=CC=C4NC3=O)/C(=O)OC	InChI=1S/C22H26N2O4/c1-4-14-12-24-10-9-22(17-7-5-6-8-18(17)23-21(22)26)19(24)11-15(14)16(13-27-2)20(25)28-3/h4-8,13-15,19H,1,9-12H2,2-3H3,(H,23,26)/b16-13+/t14-,15-,19-,22+/m0/s1	N/A	1	Positive	N/A	Isolated	382.1892	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Corynoxine.mgf	*..*	Corynoxine	385.2118	qTof	LC-ESI	133	CC[C@@H]1CN2CC[C@]3(C4=CC=CC=C4NC3=O)[C@@H]2C[C@@H]1/C(C(OC)=O)=C\OC	InChI=1S/C22H28N2O4/c1-4-14-12-24-10-9-22(17-7-5-6-8-18(17)23-21(22)26)19(24)11-15(14)16(13-27-2)20(25)28-3/h5-8,13-15,19H,4,9-12H2,1-3H3,(H,23,26)/b16-13+/t14-,15+,19+,22+/m1/s1	N/A	1	Positive	N/A	Isolated	384.20491	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Criocerine.mgf	*..*	Criocerine	351.1711	qTof	LC-ESI	134	CC[C@]12CC3(C(OC)=O)N4C5=CC=CC=C5C6=C4[C@H]1N(C=C[C@H]2O3)CC6	InChI=1S/C21H22N2O3/c1-3-20-12-21(19(24)25-2)23-15-7-5-4-6-13(15)14-8-10-22(18(20)17(14)23)11-9-16(20)26-21/h4-7,9,11,16,18H,3,8,10,12H2,1-2H3/t16-,18-,20-,21?/m1/s1	N/A	1	Positive	N/A	Isolated	350.16304	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
criofolinine.mgf	*..*	Criofolinine	399.1553	qTof	LC-ESI	135	COC([C@@H]1[C@]2([H])[C@@](C(N3CCC4=C(C([C@@]23O)=O)NC5=C4C=CC=C5)=O)([H])CC[C@H]1O)=O	InChI=1S/C21H22N2O6/c1-29-20(27)15-14(24)7-6-12-16(15)21(28)18(25)17-11(8-9-23(21)19(12)26)10-4-2-3-5-13(10)22-17/h2-5,12,14-16,22,24,28H,6-9H2,1H3/t12-,14-,15+,16+,21+/m1/s1	N/A	1	Positive	N/A	Isolated	398.1478	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Criophylline.mgf	*..*	Criophylline	647.3592	qTof	LC-ESI	136	[H][C@]12[C@]34NC5=CC=C([C@]6([H])N(CC7)[C@@]([C@@]7(C(C=CC=C8)=C8N9)C9=C(C(OC)=O)C%10)([H])[C@@]%10(CC)[C@H]%11[C@@H]6O%11)C=C5[C@]3([H])CCN1C[C@@H]%12[C@@H](O%12)[C@@]2(CC)CC4	InChI=1S/C40H46N4O4/c1-4-37-13-14-40-24(12-16-43(36(37)40)20-28-32(37)47-28)22-18-21(10-11-26(22)42-40)29-30-33(48-30)38(5-2)19-23(34(45)46-3)31-39(15-17-44(29)35(38)39)25-8-6-7-9-27(25)41-31/h6-11,18,24,28-30,32-33,35-36,41-42H,4-5,12-17,19-20H2,1-3H3/t24-,28+,29-,30+,32+,33+,35-,36-,37+,38+,39-,40+/m0/s1	N/A	1	Positive	N/A	Isolated	646.3519	Alexander Fox Ramos	M+H	N/A	3	Callichilia	Callichilia inaequalis	N/A	52659-53-7	Mehdi Beniddir
Cymoside.mgf	*..*	Cymoside	547.2286	qTof	LC-ESI	137	C=C[C@H]([C@H](O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O1)O[C@](O2)([H])[C@@]34C(OC)=O)C3C[C@@]5([H])[C@]64NC7=CC=CC=C7C6[C@H]2CN5	InChI=1S/C27H34N2O10/c1-3-11-13-8-17-27-18(12-6-4-5-7-14(12)29-27)15(9-28-17)37-25(26(13,27)24(34)35-2)39-22(11)38-23-21(33)20(32)19(31)16(10-30)36-23/h3-7,11,13,15-23,25,28-33H,1,8-10H2,2H3/t11-,13?,15+,16-,17-,18?,19-,20+,21-,22+,23+,25+,26?,27-/m0/s1	N/A	1	Positive	N/A	Isolated	546.2213	Alexander Fox Ramos	M+H	N/A	3	Chimarrhis	Chimarrhis cymosa	N/A	N/A	Mehdi Beniddir
Deacetylvindoline.mgf	*..*	Deacetylvindoline	415.22	qTof	LC-ESI	139	CC[C@@]1([C@]23[H])C=CCN3CC[C@]2(C4([H])[C@@](C(OC)=O)(O)[C@@]1([H])O)C5=C(N4C)C=C(OC)C=C5	InChI=1S/C23H30N2O5/c1-5-21-9-6-11-25-12-10-22(17(21)25)15-8-7-14(29-3)13-16(15)24(2)18(22)23(28,19(21)26)20(27)30-4/h6-9,13,17-19,26,28H,5,10-12H2,1-4H3/t17-,18?,19+,21+,22+,23-/m1/s1	N/A	1	Positive	N/A	Isolated	414.2155	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Desacetyl_isosplendine.mgf	*..*	Desacetyl-isosplendine	327.2067	qTof	LC-ESI	140	C[C@@H]([C@@H]1CN(C)CC2)OC[C@@]([C@@]1([H])C3)([H])[C@]4([H])NC5=CC=CC=C5[C@]42C3=O	InChI=1S/C20H26N2O2/c1-12-14-10-22(2)8-7-20-16-5-3-4-6-17(16)21-19(20)15(11-24-12)13(14)9-18(20)23/h3-6,12-15,19,21H,7-11H2,1-2H3/t12-,13-,14-,15+,19-,20+/m0/s1	N/A	1	Positive	N/A	Isolated	326.1994	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	N/A	Mehdi Beniddir
descarbomethoxy-criophylline.mgf	*..*	Decarbomethoxycriophylline	589.3521	qTof	LC-ESI	141	CC[C@@]1([C@@]23[H])CC=C4[C@@]2(C5=CC=CC=C5N4)CCN3C([C@@H]6[C@H]1O6)C7=CC8=C(C=C7)N[C@]9([C@@]8([H])CC%10)[C@@]%11([H])N%10C[C@H]%12O[C@H]%12[C@@]%11(CC)CC9	InChI=1S/C38H44N4O2/c1-3-35-13-11-28-37(24-7-5-6-8-26(24)39-28)16-18-42(33(35)37)29(30-32(35)44-30)21-9-10-25-22(19-21)23-12-17-41-20-27-31(43-27)36(4-2)14-15-38(23,40-25)34(36)41/h5-11,19,23,27,29-34,39-40H,3-4,12-18,20H2,1-2H3/t23-,27+,29?,30+,31+,32+,33-,34-,35+,36+,37-,38+/m0/s1	N/A	1	Positive	N/A	Isolated	588.34643	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Descarbomethoxydihydrogambirtannine.mgf	*..*	Descarbomethoxydihydrogambirtannine	275.155	qTof	LC-ESI	142	C12=C(C=C3C4=C(C5=CC=CC=C5N4)CCN3C2)CCC=C1	InChI=1S/C19H18N2/c1-2-6-14-12-21-10-9-16-15-7-3-4-8-17(15)20-19(16)18(21)11-13(14)5-1/h2-4,6-8,11,20H,1,5,9-10,12H2	N/A	1	Positive	N/A	Isolated	274.147	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
desformodeacetylakuammiline.mgf	*..*	Deformodeacetylakuammiline	323.1748	qTof	LC-ESI	143	C/C=C1[C@H]2C[C@@]3(C4=NC5=CC=CC=C5[C@]4(CCN3C\1)[C@H]2C(OC)=O)[H]	InChI=1S/C20H22N2O2/c1-3-12-11-22-9-8-20-14-6-4-5-7-15(14)21-18(20)16(22)10-13(12)17(20)19(23)24-2/h3-7,13,16-17H,8-11H2,1-2H3/b12-3-/t13-,16-,17-,20-/m1/s1	N/A	1	Positive	N/A	Isolated	322.1681	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
desformodeacetylpicraline.mgf	*..*	Deformodeacetylpicraline	339.1696	qTof	LC-ESI	144	C/C=C1[C@@H]([C@H]2C(OC)=O)C[C@@]3([H])[C@@]4(O5)NC6=CC=CC=C6[C@]42CC5N3C\1	InChI=1S/C20H22N2O3/c1-3-11-10-22-15-8-12(11)17(18(23)24-2)19-9-16(22)25-20(15,19)21-14-7-5-4-6-13(14)19/h3-7,12,15-17,21H,8-10H2,1-2H3/b11-3-/t12?,15-,16?,17+,19?,20+/m1/s1	N/A	1	Positive	N/A	Isolated	338.163	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Desoxycabufiline.mgf	*..*	Desoxycabufiline	735.4116	qTof	LC-ESI	145	CN1C2=CC(C3=C(OC)C=C(N(C)[C@]4([H])[C@@]5([C@H]6C(OC)=O)CCN7C4C[C@H]6/C(C7)=C([H])\C)C5=C3)=C(OC)C=C2[C@@]8([C@@H]9C(OC)=O)C1%10N(C/C([C@@H]9CC%10)=C([H])\C)CC8	InChI=1S/C44H54N4O6/c1-9-24-22-47-15-13-42-30-17-28(36(52-6)21-32(30)45(3)39(42)34(47)18-27(24)37(42)40(49)53-7)29-19-33-31(20-35(29)51-5)43-14-16-48-23-25(10-2)26(38(43)41(50)54-8)11-12-44(43,48)46(33)4/h9-10,17,19-21,26-27,34,37-39H,11-16,18,22-23H2,1-8H3/b24-9-,25-10+/t26-,27-,34?,37+,38-,39-,42-,43-,44?/m0/s1	N/A	1	Positive	N/A	Isolated	734.4043	Alexander Fox Ramos	M+H	N/A	3	Alstonia	Alstonia balansae	N/A	82841-74-5	Mehdi Beniddir
didehydro-reserpiline-perchlorate.mgf	*..*	Didehydroreserpiline-perchlorate	411.1905	qTof	LC-ESI	146	CC1=C2CN3CCC4C5=CC(OC)=C(OC)C=C5N=C4[C@H]3C[C@@H]2C(C(OC)=O)=CO1	InChI=1S/C23H26N2O5/c1-12-16-10-25-6-5-13-15-8-20(27-2)21(28-3)9-18(15)24-22(13)19(25)7-14(16)17(11-30-12)23(26)29-4/h8-9,11,13-14,19H,5-7,10H2,1-4H3/t13?,14-,19+/m0/s1	N/A	1	Positive	N/A	Isolated	410.1842	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
dihydro-corynantheidal.mgf	*..*	Dihydro-corynantheial	297.1957	qTof	LC-ESI	147	CC[C@@H](C1)[C@@H](CC=O)C[C@@](N1CC2)([H])C3=C2C4=CC=CC=C4N3	InChI=1S/C19H24N2O/c1-2-13-12-21-9-7-16-15-5-3-4-6-17(15)20-19(16)18(21)11-14(13)8-10-22/h3-6,10,13-14,18,20H,2,7-9,11-12H2,1H3/t13-,14-,18-/m0/s1	N/A	1	Positive	N/A	Isolated	296.1889	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
dihydrocorynantheol.mgf	*..*	Dihydrocorynantheol	299.2116	qTof	LC-ESI	148	OCC[C@@H]1[C@@H](CC)CN2[C@@](C3=C(CC2)C4=C(N3)C=CC=C4)([H])C1	InChI=1S/C19H26N2O/c1-2-13-12-21-9-7-16-15-5-3-4-6-17(15)20-19(16)18(21)11-14(13)8-10-22/h3-6,13-14,18,20,22H,2,7-12H2,1H3/t13-,14-,18-/m0/s1	N/A	1	Positive	N/A	Isolated	298.2045	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
